0	4.44516
1	7.84752
2	10.3822
3	12.1482
4	13.522
5	14.6222
6	15.2577
7	15.8376
8	16.2541
9	16.6667
10	16.9917
11	17.2488
12	17.4878
13	17.6387
14	17.7209
15	17.8254
16	17.8976
17	17.9358
18	17.957
19	17.9957
20	17.9775
21	17.9612
22	17.9284
23	17.8898
24	17.8665
25	17.8403
26	17.7888
27	17.7555
28	17.69
29	17.6076
30	17.541
31	17.5023
32	17.4343
33	17.3657
34	17.3071
35	17.2617
36	17.2044
37	17.1621
38	17.0854
39	16.9998
40	16.9379
41	16.8682
42	16.7792
43	16.7102
44	16.6338
45	16.5727
46	16.5078
47	16.4554
48	16.411
49	16.3436
50	16.2648
51	16.2122
52	16.1512
53	16.0883
54	16.0367
55	15.9824
56	15.9255
57	15.8658
58	15.8171
59	15.7695
60	15.7032
61	15.6455
62	15.5981
63	15.553
64	15.4964
65	15.4464
66	15.3962
67	15.3589
68	15.3074
69	15.2653
70	15.2283
71	15.1906
72	15.1539
73	15.1022
74	15.0557
75	15.012
76	14.9542
77	14.9181
78	14.8742
79	14.8339
80	14.8036
81	14.7657
82	14.7213
83	14.6844
84	14.645
85	14.6059
86	14.5644
87	14.5301
88	14.4934
89	14.4566
90	14.4221
91	14.3818
92	14.347
93	14.3149
94	14.2783
95	14.247
96	14.215
97	14.1878
98	14.1555
99	14.1197
100	14.0918
101	14.0753
102	14.0398
103	14.0035
104	13.9768
105	13.9486
106	13.924
107	13.8998
108	13.8754
109	13.8454
110	13.8182
111	13.7916
112	13.7682
113	13.7421
114	13.7095
115	13.6875
116	13.6634
117	13.6364
118	13.6161
119	13.6006
120	13.5733
121	13.5521
122	13.5329
123	13.5064
124	13.4848
125	13.4709
126	13.4478
127	13.4243
128	13.4016
129	13.3842
130	13.3662
131	13.3433
132	13.3196
133	13.2995
134	13.278
135	13.2643
136	13.2476
137	13.2323
138	13.212
139	13.1966
140	13.1759
141	13.1572
142	13.1426
143	13.1275
144	13.1104
145	13.0893
146	13.0755
147	13.0608
148	13.0452
149	13.0269
150	13.0107
151	12.9944
152	12.979
153	12.965
154	12.9497
155	12.9352
156	12.9185
157	12.9022
158	12.8869
159	12.8693
160	12.8533
161	12.8366
162	12.8253
163	12.8091
164	12.7917
165	12.7748
166	12.7624
167	12.7478
168	12.7389
169	12.7262
170	12.7124
171	12.7001
172	12.6831
173	12.6686
174	12.6575
175	12.6467
176	12.6297
177	12.6161
178	12.6039
179	12.5918
180	12.5788
181	12.5677
182	12.56
183	12.548
184	12.5402
185	12.5263
186	12.5197
187	12.5078
188	12.4947
189	12.4875
190	12.4751
191	12.4633
192	12.4513
193	12.4454
194	12.4363
195	12.4294
196	12.4179
197	12.4066
198	12.3948
199	12.3841
